A11:Subject Knowledge,A12:Teaching Methods – Theoretical Knowledge,A13:Teaching Methods – Practical Application,A14:Information Literacy and Management,A15:Languages,A16:Academic Literacy and Numeracy,A21:Analyzing,A22:Synthesizing,A23:Critical Thinking,A24:Evaluating,A25:Problem Solving,A31:Inquiring Mind,A32:Intellectual Insight,A33:Innovation,A34:Argument Construction,B11:Enthusiasm,B12:Perseverance,B13:Integrity,B14:Responsibility,B21:Preparation and Prioritization,B22:Commitment to Teaching,B23:Time Management,B24:Responsiveness to Change,B31:Continuing Professional Development,B32:Student Feedback,B33:Networking,B34:Reputation and Esteem,"C11:Ethics, Principles, and Sustainability",C12:Intellectual Property Rights and Copyright,C21:Research Strategy,C31:Income and Funding Generation,D11:Team Working,D12:People Management,D13:Supervision,D14:Mentoring,D15:Influence and Leadership,D16:Collaboration,D17:Equality and Diversity,D21:Communication Methods,D22:Communication Media,D23:Publication,D31:Teaching,D32:Policy,FDP_need
5.094199604,1.341043341,8.719389763,1.082939823,3.25589181,9.321345375,7.422496313,8.549541847,2.721154105,6.005124231,4.527529383,6.411422985,8.208239414,8.835554909,8.656207228,8.068343573,6.612039077,5.387567405,4.434187146,6.042294219,8.294663644,6.412920201,8.844802469,4.571843519,2.160679301,6.942823762,6.425252675,3.626282298,8.120523003,2.032760769,7.183555666,2.151258817,5.625196993,4.416951306,4.963562548,3.136547716,5.480575679,1.556082074,8.075800477,4.357784617,3.576105768,7.320007686,4.684802142,1
9.146947124,2.513352213,6.823277023,1.960976459,9.965972936,4.954571728,3.140585389,4.69192887,6.154171982,2.732613314,8.014521169,9.838851773,9.364873866,4.224122561,7.686073261,5.599823274,7.724683769,6.143219664,5.432131786,6.189816783,4.682562988,1.643217197,1.212058893,7.988396344,8.500296009,6.662467436,6.821185067,7.804587201,2.16709852,3.47905581,2.011975271,5.738909548,8.963969923,2.44661501,4.897076707,5.552152503,5.689618567,3.0165525,9.302659352,2.560435114,7.254962071,3.630535531,2.08006766,0
9.150717154,1.078652747,6.562747457,4.040473956,8.345366458,8.653526309,7.086665115,6.909935999,9.254679497,3.910990621,6.959159665,6.692272692,5.998642535,5.100913531,3.904664703,7.14475427,4.767768561,2.882453583,7.629412381,3.12914375,3.799061715,5.192772134,7.445406565,5.888632133,5.867485777,3.476065747,7.335380647,9.220584632,2.731551715,7.53488449,2.204643431,7.039171588,6.155029266,4.347288377,7.498891297,6.352958835,6.748250355,6.464253067,2.985112185,5.133736047,8.589697208,9.549900489,5.100768801,1
9.988558499,2.930099678,7.066988989,6.234726529,8.621357304,3.886692447,4.414607487,2.543851302,5.683106705,3.424909556,8.54092765,3.442411505,2.528995204,3.62311996,8.910539247,9.646193491,1.369622952,9.704340438,3.988945421,7.420906092,2.187924726,2.402037388,8.810148757,2.592740148,4.469077375,6.480594936,4.38954583,6.443204587,1.759232915,2.360321005,5.322001001,5.659688534,8.332455249,8.495258405,5.913620741,4.637678333,1.275998734,8.248803925,4.556308028,8.31503902,2.33214266,1.851694385,9.57507934,0
8.282168324,3.56438986,5.572820376,5.003786304,8.738747279,1.301787055,2.042140127,9.651101452,7.865559221,9.447062449,1.202287746,1.705862782,6.344723593,7.916882057,9.116819767,3.432021624,3.799587857,5.00515773,5.075664724,9.124857305,1.492512786,5.49008838,5.593701243,1.474383315,8.733677267,6.151767376,7.746706924,1.074343249,6.730446207,7.270773824,1.349167525,8.134175719,1.838063785,7.836830941,5.808316271,4.621780653,1.238886537,2.174883098,1.123930448,4.184603944,6.266570269,5.431878649,1.305858668,0
2.380995296,6.836623254,5.108401529,7.466336589,7.214723747,1.180958789,8.798448851,8.026697967,5.964583098,3.445806445,3.195772277,1.027429495,2.088923381,1.414286629,4.364326171,8.860562192,3.043474528,1.548964721,6.944140041,6.845937718,9.637802181,6.615570213,4.189137796,1.615909817,9.711630837,6.399829335,1.733351683,9.79164363,4.233794823,5.698493551,2.531057676,2.931490745,8.430454394,8.826678974,1.967823988,2.890955287,8.205855436,7.646243028,7.721758644,5.111582271,9.245920569,5.096674529,8.700463011,0
1.401975699,8.653569474,4.557616715,7.368616844,2.60490373,5.183443496,7.782353317,8.922376735,3.1561935,4.044369939,9.003347721,9.103258397,2.470890181,8.35271243,2.466364044,9.291969405,1.430508423,1.87218747,4.799461451,5.614449064,2.217869786,7.245152516,4.061963568,7.617947688,8.490145009,7.774094309,4.692586249,2.274382608,9.440488432,7.448177826,7.435927,9.869753552,3.455135114,4.959459665,8.966547259,7.775621221,4.811916026,3.29222954,2.504767993,3.561871222,2.015036625,2.906903226,1.000161358,0
3.098560495,2.71995316,5.485797465,5.471998758,7.759233229,2.812711718,4.580836162,8.995324106,9.555205443,2.674887948,9.000471436,7.449559697,6.7360552,3.266124667,6.430465193,5.157967379,4.212373735,1.149460594,7.185607836,3.945752496,1.137280613,1.346597536,7.575893812,7.974661245,8.152912173,2.310901212,2.233898871,1.572577917,8.891534419,1.318711914,8.903463525,6.56040552,3.045135719,5.410382539,9.281120597,9.651899293,7.154048619,2.049804779,2.225622709,4.857767384,1.787785571,6.520627048,3.079039585,1
4.087870564,6.989050188,4.927548358,7.023077635,4.968966935,9.737605379,8.524817864,5.163534885,4.550979753,7.246104323,3.502893902,5.579848159,8.264173809,1.630258382,6.696209132,3.172145048,6.890783034,8.105023056,2.662759685,7.406089565,4.003429088,4.197105219,4.758671364,9.677276624,5.112548308,9.933778445,1.114141853,4.908385799,1.855314717,8.76486084,8.888401818,7.748223436,3.589187878,1.795937124,9.076033008,7.312544973,7.417453477,4.708251334,5.543942691,7.851812296,6.536995626,7.494421172,5.108587295,1
5.405249579,5.933582906,8.589137404,1.352226233,9.608313453,1.649002243,4.193909653,2.054565043,2.725689684,2.992417785,5.912872839,7.921078326,7.240875133,1.913541552,7.017313294,8.892037836,3.5537684,6.285703234,5.813288177,8.191827108,4.754165613,5.342786273,3.613862319,2.143436973,7.685369495,9.671517388,3.436504277,7.648088064,3.441801257,1.921696564,6.611877027,6.622961853,7.376381671,2.405430906,1.527859969,5.025053814,6.787287358,3.456883515,7.16189184,4.849159543,7.927209272,4.567599813,9.451754828,0
6.596763766,3.997350891,5.993287637,2.545172495,3.233905835,6.317996814,3.158902568,4.312454991,3.552027343,1.632343551,5.889359884,4.649517607,7.116935482,9.710734032,3.774878658,3.262728634,4.501059376,3.715346857,4.949457981,6.171107457,9.600497455,8.547816526,1.311837267,4.080656594,8.14264772,7.108666993,6.83378162,3.999573212,5.440155827,9.991146345,9.201575448,6.808352809,7.752348235,8.678125958,9.033281482,8.86009482,8.750282836,3.588915436,8.583835714,4.287461359,2.431594412,7.100508602,5.980844146,1
4.652380911,8.353933253,3.18781522,6.74003373,7.854025823,7.38317138,3.276814544,5.743408838,2.2352344,6.948340406,6.154148094,2.076615638,3.761216479,1.962739089,9.538778394,3.276028594,3.006234216,8.016112386,4.966579765,2.362885692,7.392894394,9.236341107,3.407835034,2.512080675,8.6787019,7.70177797,8.639753927,5.650360801,1.53624168,3.240118678,6.36508502,6.822273956,1.045614811,8.74281168,9.964983677,8.154439422,2.017854706,7.203006485,6.087510964,9.687701818,6.579692639,3.77786157,7.316207796,0
6.604743012,2.249092222,2.159523882,2.589563113,4.212468095,1.867555282,8.111517399,8.711118075,5.1671593,5.446943944,3.444613691,4.367472549,8.514879702,8.797746355,8.113800329,3.515850956,1.653598152,1.706413739,7.510150265,9.123783762,9.835186877,3.798678103,2.48492421,7.897623327,1.349867919,5.125880077,4.155536839,5.558989625,8.626209265,3.779142564,3.660136931,5.283356545,5.631118792,9.651207335,1.550043625,1.800980854,8.718146361,8.216332511,2.482520799,9.595260692,6.951405451,2.717343479,9.432587913,0
9.822080182,1.262700474,3.843288955,5.544653276,1.723203366,2.518063006,5.376306775,5.016857085,1.686574784,5.47533226,8.115803636,7.307128397,9.035260316,4.194970458,2.389936485,4.856424575,1.924256242,5.401893247,8.273400494,6.753663621,5.057582989,6.999407567,6.670222039,4.124015574,7.27472898,5.11475168,7.152018834,1.968561311,5.622089679,4.189900307,5.71374011,5.156919379,2.075460179,4.416639905,7.966308422,4.901758462,6.802553276,6.191176657,9.880078896,5.114443579,1.982791942,3.434864924,5.433482967,0
9.09907931,7.404250774,5.488263186,7.273093216,1.865794651,4.535009373,6.671461951,6.39812791,6.249067105,2.6081109,1.797696637,4.913192952,4.030469892,7.115649788,2.995573017,4.741827706,9.604711363,1.067764726,4.503676271,1.56116676,6.45805941,8.352414039,5.16695082,1.64459985,2.607778888,7.466097425,1.307104187,9.365580901,3.682689233,6.871928352,2.290331021,9.245024297,9.736587274,3.589823645,2.196510193,4.086365076,3.114535139,5.59735648,2.909838675,5.15944217,7.920934505,3.931233425,3.253181312,0
9.181277955,7.52112415,9.228906443,3.108704372,9.476186696,2.379379739,7.624860809,3.690403555,1.64381894,3.148996165,7.431735795,8.791547681,1.971587667,5.435685315,2.957287764,5.91129714,4.443230305,7.538618395,5.722939935,7.114448851,2.648626546,3.50574396,1.566068819,6.046119458,5.472660801,9.886906792,7.661989382,7.484828976,5.784336988,4.947786586,8.45808229,2.15990196,1.249696149,2.754479599,1.14515019,5.386075921,1.648350827,4.686828927,1.386895684,2.126073511,3.503329081,4.984711564,8.669727034,0
